Total_Spend,Average_Order_Value,Median_Order_Value,Maximum_Order_Value,Minimum_Order_Value,Total_Quantity,Average_Quantity,Maximum_Quantity,Minimum_Quantity,Total_Transactions,Unique_Products,Unique_Descriptions,Average_Unit_Price,Maximum_Unit_Price,Minimum_Unit_Price,Countries,Recency,Customer_Lifetime,Spend_per_Transaction,Quantity_per_Transaction,Product_Diversity,Cancellation_Rate
11.253955234248428,11.253955234248428,11.253955234248428,11.253955234248428,11.253955234248428,11.214735039333107,11.214735039333107,11.214735039333107,11.214735039333107,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.712949807856125,0.712949807856125,0.712949807856125,0.6931471805599453,5.7899601708972535,0,11.253955234248428,11.214735039333107,1.0,0.5
8.368925174747135,3.2060466287815386,2.8903717578961645,5.523858042461968,1.7984040119467235,7.807510042216193,2.6745275090635663,5.484796933490655,1.0986122886681098,2.0794415416798357,4.6443908991413725,4.6443908991413725,1.2930849950383319,2.6210388241125804,0.22314355131420976,0.6931471805599453,1.0986122886681098,365,6.424405846500164,5.864036937421478,14.714285714285714,0.0
7.494563687769957,4.0771218299394825,3.7556030861568446,5.484796933490655,2.653241964607215,7.758760544157663,4.337501555632469,4.976733742420574,0.6931471805599453,1.6094379124341003,3.1354942159291497,3.1354942159291497,1.9117384194578817,3.713572066704308,0.2546422183735807,0.6931471805599453,4.330733340286331,282,6.109936234478222,6.373746319760489,5.5,0.0
7.472244884833674,3.2219123059801267,2.928523523860541,5.707110264748875,2.033397603178429,6.448889394146858,2.266318915009651,3.6109179126442243,0.6931471805599453,0.6931471805599453,4.30406509320417,4.30406509320417,2.2288353285414053,5.707110264748875,0.3506568716131694,0.6931471805599453,2.995732273553991,0,7.472244884833674,6.448889394146858,73.0,0.0
5.815323849389109,3.0287118316967807,3.0349529867072724,3.713572066704308,2.2512917986064953,5.288267030694535,2.5327626709656355,3.2188758248682006,0.6931471805599453,0.6931471805599453,2.8903717578961645,2.8903717578961645,1.577157763626808,3.713572066704308,0.6151856390902334,0.6931471805599453,5.739792912179234,0,5.815323849389109,5.288267030694535,17.0,0.0
7.826858053356098,3.417163362007433,2.928523523860541,5.933570568689079,2.388762789235098,6.285998094508865,1.9886798254431624,2.833213344056216,0.6931471805599453,2.1972245773362196,4.0943445622221,4.0943445622221,2.8291288894491053,5.933570568689079,0.5007752879124893,0.6931471805599453,3.6109179126442243,260,5.750204758242745,4.219507705176107,7.375,0.9090909090909092
4.499809670330265,3.1463051320333655,2.9856819377004897,3.708682081410116,2.533696813957432,3.044522437723423,1.791759469228055,2.1972245773362196,1.0986122886681098,0.6931471805599453,1.6094379124341003,1.6094379124341003,1.9565674435293012,2.3933394562625097,0.8960880245566356,0.6931471805599453,5.3230099791384085,0,4.499809670330265,3.044522437723423,4.0,0.0
6.985086621918461,2.97605722432628,2.8875901149342877,4.008786673860454,2.2512917986064953,6.274762021241939,2.3162839373522077,3.4965075614664802,0.6931471805599453,0.6931471805599453,4.07753744390572,4.07753744390572,1.705437509707993,2.8875901149342877,0.3506568716131694,0.6931471805599453,5.4510384535657,0,6.985086621918461,6.274762021241939,58.0,0.0
6.132095676847728,3.5928767268616704,3.2771447329921766,4.795790545596741,2.928523523860541,5.484796933490655,2.9684401312659836,4.574710978503383,1.0986122886681098,0.6931471805599453,2.6390573296152584,2.6390573296152584,1.6493979971552604,2.6210388241125804,0.8109302162163288,0.6931471805599453,5.3706380281276624,0,6.132095676847728,5.484796933490655,13.0,0.0
7.941804157314053,3.8846796794091576,3.5779478934066544,5.783825182329737,1.55814461804655,7.3727463664043285,3.330993122988907,4.795790545596741,1.0986122886681098,1.3862943611198906,3.9889840465642745,3.9889840465642745,1.4353669712734063,2.9444389791664403,0.3506568716131694,0.6931471805599453,3.1780538303479458,302,6.8439027447239775,6.275389570682051,17.666666666666668,0.0
